id,source_name,title,author_name,publish_date,accident_date,content,tags,day_of_the_week,time,time_in_hours,rush_hour,weekend_weekday,locality,road_name,road_type,vehicle_count,vehicle_involved,male_count,female_count,total_driver_count,min_age,max_age,young_driver_involved,adult_driver_involved,senior_driver_involved,child_involved,senior_involved,visibility,wind_speed,temperature,severity,ambulance_called,additional_source_name,additional_url
235,Times of Malta,Three people seriously injured in two traffic accidents,Times of Malta,07/08/2025,06/08/2025,"Three people were taken to hospital yesterday with serious injuries following traffic accidents in Naxxar and ≈ªabbar. The first accident occurred at around 11.30 am, when a Nooma Bravo GLE motorbike driven by a 48-year-old Bulgarian resident of St. Paul‚Äôs Bay was involved in a collision with a Hyundai I10 driven by a 60-year-old Spaniard on Triq is-Salina in Naxxar. The second accident took place around an hour later, when a Fiat Scudo driven by a 23-year-old man from Kirkop and a Honda NSS motorbike driven by a 45-year-old man from ≈ªabbar, with an eight-year-old boy riding as passenger, collided. All those involved were treated at the scene, with both motorcycle riders and the eight-year-old passenger taken to Mater Dei Hospital, where their injuries were certified as serious. Police investigations are ongoing.","{Accident,National,Naxxar,≈ªabbar}",Wednesday,morning,1130,0,weekday,Naxxar,Triq is-Salina,main road,2.0,car-motorcycle,2.0,0.0,2.0,48.0,60.0,0.0,1.0,1.0,0.0,1.0,10.0,22.2,30.0,high,1.0,,
235,Times of Malta,Three people seriously injured in two traffic accidents,Times of Malta,07/08/2025,06/08/2025,"Three people were taken to hospital yesterday with serious injuries following traffic accidents in Naxxar and ≈ªabbar. The first accident occurred at around 11.30 am, when a Nooma Bravo GLE motorbike driven by a 48-year-old Bulgarian resident of St. Paul‚Äôs Bay was involved in a collision with a Hyundai I10 driven by a 60-year-old Spaniard on Triq is-Salina in Naxxar. The second accident took place around an hour later, when a Fiat Scudo driven by a 23-year-old man from Kirkop and a Honda NSS motorbike driven by a 45-year-old man from ≈ªabbar, with an eight-year-old boy riding as passenger, collided. All those involved were treated at the scene, with both motorcycle riders and the eight-year-old passenger taken to Mater Dei Hospital, where their injuries were certified as serious. Police investigations are ongoing.","{Accident,National,Naxxar,≈ªabbar}",Wednesday,afternoon,1230,0,weekday,Zabbar,Triq Bormla,residential,2.0,car-motorcycle,2.0,0.0,2.0,8.0,45.0,1.0,1.0,0.0,1.0,0.0,10.0,15.7,28.0,high,1.0,,
238,Times of Malta,Woman in hospital after overturning car in San ƒ†wann valley,Times of Malta,09/08/2025,09/08/2025,"A 25-year-old woman was taken to hospital on Saturday morning after she overturned her car while driving through the San ƒ†wann valley. The woman, who lives in Swieqi, was driving a Volkswagen Polo on Triq il-Pellikan at around 7.30am when she lost control of the vehicle and overturned it. She was extracted from the vehicle and taken to hospital by ambulance for treatment. No information about her medical condition was available at the time of writing, but a police spokesperson said her injuries were not critical. The road was temporarily closed to traffic while officers cleared the scene.","{Accident,National,""San ƒ†wann"",Traffic}",Saturday,morning,730,1,weekend,San Gwann,San Gwann Valley,residential,1.0,car,0.0,1.0,1.0,25.0,25.0,0.0,1.0,0.0,0.0,0.0,10.0,24.1,32.0,low,1.0,,
240,Times of Malta,Hit-and-run victim named as food courier father-of-three Khim Bahadur Pun,Giulia Magri,10/08/2025,10/08/2025,"Updated 5.42pm with doctors' call road safety action The 42-year-old motorcyclist who was killed in a horrific hit-and-run in Birkirkara early on Sunday morning has been named as Khim Bahadur Pun from Nepal. A father of three young children, Pun moved to Malta three years ago and was working as a food courier. He is the 18th person to have died on Malta's roads this year.¬† Police said the 42-year-old victim, who was residing in Birkirkara, died after a Maserati Levante crashed into the Kymco motorbike he was driving.¬† Following the impact, the Maserati crashed into three parked vehicles and the three people inside it fled on foot. The 17-year-old driver and his father have been arrested. In a Facebook post, the Non-Resident Nepali Association (NRNA) said they were shocked by the news of Pun's death, all due to an unfortunate road accident.¬†  These, the NGO said, are not radical proposals - they are basic safety measures used successfully worldwide. ""The father who died today, and the 17 others before him this year, deserves justice through action. Their families deserve a guarantee that no stone is left unturned so that no other family will endure this preventable heartbreak,"" the doctors said.","{Accident,Birkirkara,National,Police,Traffic}",Sunday,morning,520,0,weekend,Birkirkara,Triq Salvu Psaila,main road,2.0,car-motorcycle,2.0,0.0,2.0,17.0,42.0,1.0,1.0,0.0,0.0,0.0,10.0,16.7,34.0,fatal,1.0,Newsbook,https://newsbook.com.mt/en/khim-bahadur-pun-named-as-victim-of-birkirkara-hit-and-run/
242,Times of Malta,Pedestrian injured in Floriana,Times of Malta,10/08/2025,10/08/2025,"A 72-year-old pedestrian was seriously injured when he was hit by a car on National Road, Floriana. The police said the accident happened at 9am on Sunday when the elderly man was hit by a Peugeot Partner van that was being driven by a 78-year-old man from Bir≈ºebbuƒ°a. The victim was hospitalised. The police are investigating.","{Floriana,National,Traffic}",Sunday,morning,900,0,weekend,Floriana,National Road,main road,1.0,car-pedestrian,2.0,0.0,1.0,72.0,78.0,0.0,0.0,1.0,0.0,2.0,10.0,16.7,34.0,high,1.0,,
246,Times of Malta,Food courier injured in Mƒ°arr accident,Times of Malta,11/08/2025,10/08/2025,"A food courier was seriously injured when he lost control of his motorcycle and crashed at Mosta Road, Mƒ°arr, late on Sunday. The police said the 33-year-old Indian national, a resident in San ƒ†wann fell off his motorcycle at about 7pm. He was given first aid by an ambulance crew and hospitalised in a serious condition.¬† It was the second serious incident involving a food courier on Sunday. Earlier in the day, a Nepalese courier died when his motorcycle was hit by a car driven by an underage motorist in Sta Venera.","{National,Traffic}",Sunday,night,1930,0,weekend,Mosta,Mosta Road,main road,1.0,motorcycle,1.0,0.0,1.0,33.0,33.0,0.0,1.0,0.0,0.0,0.0,10.0,16.7,34.0,high,1.0,,
250,Times of Malta,Pedestrian injured as parked car is pushed forward during crash,Times of Malta,12/08/2025,12/08/2025,"Two persons were hospitalised after a car crashed into a parked vehicle in Guardamangia on Tuesday morning. The accident happened at 7am in St Luke's Square, opposite St Luke's Hospital when a Volkswagen crashed into the back of a parked Mercedes. The Mercedes was pushed forward, hitting a man and injuring him. The driver of the Volkswagen was also injured. The police are investigating. No further details were immediately available.","{National,Traffic}",Tuesday,morning,700,1,weekday,Gwardamanga,St Luke's Square,roundabout,2.0,car-car,1.0,1.0,1.0,41.0,62.0,0.0,1.0,0.0,0.0,1.0,10.0,4.63,24.0,med,1.0,,
254,Times of Malta,21-year-old who crashed motorcycle in Pembroke dies,Times of Malta,14/08/2025,14/08/2025,"A motorcyclist who crashed in Pembroke at 5.30am on Thursday has died, the police said in a brief statement on Saturday. The 21-year-old Italian man crashed his Kymco Agility motorbike into a concrete barrier on Triq Sant’ Andrija and was rushed to hospital in a critical condition. Despite medical teams’ best efforts, he subsequently died in hospital. The motorcyclist is the 19th person to die as a result of traffic incidents this year, and the second motorcyclist to die this past week. In a separate, unrelated incident, a motorcyclist was killed by an underage driver who fled the scene last Sunday morning. The driver was subsequently caught, arrested and charged with manslaughter.","{Accident,National,Pembroke,Traffic}",Thursday,morning,530,0,weekday,Pembroke,Triq Sant'Andrija,roundabout,1.0,motorcycle,1.0,0.0,1.0,21.0,21.0,1.0,0.0,0.0,0.0,0.0,10.0,18.5,33.0,fatal,1.0,,
256,Times of Malta,Northbound lane of coast road closed after traffic accident,Times of Malta,17/08/2025,17/08/2025,"The northbound lane of the coast road in Naxxar, Tul Il-Kosta, was closed after a traffic accident on Sunday afternoon.  The accident at around 4pm saw a motorcycle driven by a 53-year-old man involved in a collision with a car, police said.  Further details, including the condition of the motorcyclist — who is believed to be a foreign national — and the driver of the car, were not available at the time of publication. Police advised motorists to avoid the area and seek alternate routes.","{National,Naxxar,Traffic}",Sunday,afternoon,1600,1,weekend,Naxxar,Tul il-Kosta,bypass,2.0,car-motorcycle,1.0,1.0,2.0,44.0,53.0,0.0,2.0,0.0,0.0,0.0,10.0,7.41,29.0,high,1.0,,
258,Times of Malta,Friends launch fundraiser to bring home Italian tourist killed in Pembroke crash,Times of Malta,17/08/2025,14/08/2025,"The friends of a 21-year old Italian tourist who died following a motorcycle crash in Pembroke have launched an online fundraising campaign to repatriate his body. Maichol Di Nunzio from Primavalle, in the north-eastern part of Rome, crashed his Kymco Agility motorbike into a conrete barrier on Triq Sant’ Andrija early on Thursday morning. He succumbed to his injuries on Saturday. His friends describe di Nunzio as “full of life and always cheerful” but had lived a life full of hardship. He was brought up in a foster home from the age of nine together with his sister Aurora. “They grew up side by side, supporting each other and becoming a vital point of reference for one another,” fundraiser organiser Desire Di Francesco said. “Now, it is Aurora who must face the repatriation of her brother’s body to Italy,” she said, adding that Aurora does not have the financial means to cover the expenses. By Sunday morning the fundraiser had already raised over €28,700, more than half the amount requested, from around 600 donors. The GoFundMe fundraiser can be accessed here.","{Accident,Italy,National}",Thursday,morning,530,0,weekday,Pembroke,Triq Sant'Andrija,main road,1.0,car,1.0,0.0,1.0,21.0,21.0,1.0,0.0,0.0,0.0,0.0,10.0,10.18,25.0,fatal,1.0,,
262,Newsbook,Elderly man hospitalised after being hit by car in Raƒßal il-ƒ†did,Mariella Cilia,19/08/2025,19/08/2025,"A 75-year-old man from ≈ªabbar was grievously injured this morning after being struck by a car in Triq ƒ¶al Luqa, Raƒßal il-ƒ†did.
The accident took place yesterday at around 4pm.
Police said the vehicle was driven by a 29-year-old man from Santa Luƒãija.
The pedestrian was taken to Mater Dei Hospital by ambulance.
Investigations are ongoing.",{Accident},Tuesday,afternoon,1600,1,weekday,Rahal Gdid,Triq Hal Luqa,main road,1.0,car-pedestrian,2.0,0.0,1.0,29.0,75.0,0.0,1.0,0.0,0.0,1.0,10.0,14.8,31.0,high,1.0,,
265,Times of Malta,Bus and car collide on Sliema front,Times of Malta,21/08/2025,21/08/2025,"A public bus and a car were involved in a collision on Tower Road, Sliema, on Thursday morning, closing the road in both directions. A photo of the incident shows damage to the front of both vehicles. It is not known if anyone was injured in the incident, which occurred at around 5.30am. As of 7.05am, mapping applications were showing no delays on Tower Road.","{Accident,National,Sliema,Traffic,Transport}",Thursday,morning,530,0,weekday,Sliema,Tower Road,bypass,2.0,car-bus,2.0,0.0,2.0,33.0,52.0,0.0,1.0,0.0,0.0,0.0,10.0,15.7,26.0,low,1.0,,
267,police,Cyclist grievously injured in San Gwann accident,,28/03/2025,28/03/2025,"Today, at about (1045hrs), the Police were informed that their assistance was needed in Tal-Balal Road, San Gwann.The Police went immediately on site and there it resulted that an accident had occurred between a bike, on which there was a 33-year-old Italian man, and a DAF truck, which was being driven by a 32-year-old man residing in Mosta.The cyclist was assisted by a medical team, taken to Mater Dei Hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",{},Friday,morning,1045,0,weekday,San Gwann,Tal-Balal Road,main road,2.0,bicycle-truck,2.0,0.0,2.0,32.0,33.0,0.0,2.0,0.0,0.0,0.0,10.0,47.3,18.0,high,1.0,,
268,police,Traffic collision,,10/07/2025,10/07/2025,"Yesterday, at around 1830 hrs, the Police were informed of a traffic accident in Mikiel Anton Vassalli Street, Msida.Preliminary investigations showed that a collision occurred between a Smart that was being driven by a 40-year-old Italian resident in Mosta and a Honda WW125 motorcycle that was being driven by a 45-year-old man who lives in Hamrun.A medical team was called on site and an ambulance took the man to Mater Dei hospital where he was certified to have sustained grievous injuries.The Police are carrying out investigations.",{},Thursday,evening,1830,0,weekday,Msida,Mikiel Anton Vassalli,bypass,2.0,car-motorcycle,2.0,0.0,2.0,40.0,45.0,0.0,2.0,0.0,0.0,0.0,10.0,24.1,31.0,high,1.0,,
269,police,Man grievously injured in traffic accident,,25/09/2025,25/09/2025,"A 70-year-old man residing in St Julian‚Äôs, at around 1415hrs, was taken to Gozo General Hospital because he was injured in a traffic accident in Republic Street, Victoria, Gozo.Preliminary investigations showed that the victim was hit by a Lintex HT125T-28 motorcycle, which was being driven by a 58-year-old man residing in Rabat, Gozo.The men were assisted by a medical team and the elderly man was taken to hospital by ambulance, where he was certified to have suffered grievous injuries.Police investigations are ongoing.",{},Thursday,afternoon,1415,0,weekday,Victoria,Republic Street,main road,1.0,motorcycle-pedestrian,2.0,0.0,1.0,58.0,70.0,0.0,1.0,0.0,0.0,1.0,10.0,31.5,29.0,high,1.0,,
270,police,Man grievously injured in traffic accident,,04/08/2025,07/08/2025,"A 28-year-old man who lives in Gƒßargƒßur, at around 0745hrs, was taken to Mater Dei Hospital because he was injured in a traffic accident in Triq ix-Xatt Ta‚Äô Xbiex, Ta‚Äô Xbiex.Preliminary investigations showed that the man was hit by a Toyota IQ, which was being driven by a 52-year-old Italian man residing in Gzira.The man was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",{},Thursday,morning,745,1,weekday,Xbiex,Triq ix Xatt,main road,1.0,car-pedestrian,2.0,0.0,1.0,28.0,52.0,0.0,1.0,0.0,0.0,0.0,10.0,20.5,32.0,high,1.0,,
271,police,Naxxar traffic accident,,22/12/2024,22/12/2024,"Today, at around 0930hrs, the Police were informed of a traffic accident in Salini Street, Naxxar.Preliminary investigations by the Police showed that the accident occurred between three motorcycles ‚Äì an Aprilia that was being driven by a 31-year-old man from Qormi, a Honda that was being driven by a 40-year-old man from Mqabba and a Yamaha that was being driven by a 29-year-old man from St Paul‚Äôs Bay ‚Äì as well as a Mercedes that was being driven by a 27-year-old woman.The men, aged 31 and 40, were assisted by a medical team and taken to Mater Dei Hospital by an ambulance. The 40-year-old man was later certified to have sustained serious injuries while the other suffered slight injuries.Magistrate Dr Joe Mifsud LL.D was informed about the case and appointed an inquiry while the Police are investigating the case.",{},Sunday,morning,930,0,weekend,Naxxar,Salini Street,roundabout,3.0,motorcycle-motorcycle-motorcycle,2.0,1.0,3.0,27.0,40.0,0.0,3.0,0.0,0.0,0.0,10.0,47.3,16.0,high,1.0,,
272,police,Woman grievously injured in traffic accident,,23/07/2025,23/07/2025,"A 74-year-old woman who lives in G≈ºira, at around 0930hrs, was taken to Mater Dei Hospital because she was injured in a traffic accident in Triq Tas-Sliema, G≈ºira.Preliminary investigations showed that the victim was hit by a Toyota Tercel, which was being driven by a 76-year-old man residing in San ƒ†wann.The woman was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",{},Wednesday,morning,930,0,weekday,Gzira,Triq tas-Sliema,main road,1.0,car-pedestrian,1.0,1.0,1.0,72.5,76.0,0.0,0.0,1.0,0.0,2.0,10.0,18.5,34.0,high,1.0,,
273,police,Traffic accident in Tarxien,,24/07/2025,24/07/2025,"Early this morning, at around 0430 hrs, the Police were informed of a traffic accident in Triq San Anard, Tarxien.Preliminary investigations showed that a 40-year-old man from Tarxien lost control of his Kawasaki motorcycle and overturned. A 33-year-old Latvian woman who resides in Marsascala was also on the bike.A medical team was called on site and an ambulance took the two persons to Mater Dei Hospital, where the man was certified to have sustained grievous injuries while the woman was certified to have sustained serious injuries.Magistrate Dr Ian Farrugia LL.D was informed of the case and appointed an inquiry while the Police are carrying out investigations.",{},Thursday,morning,430,0,weekday,Tarxien,Triq San Anard,main road,1.0,motorcycle,1.0,1.0,1.0,33.0,40.0,0.0,1.0,0.0,0.0,0.0,10.0,14.8,38.0,high,1.0,,
274,police,Collision between car and motorcycle in Mƒ°arr,,06/05/2025,06/05/2025,"On Friday the 2nd of May, at around half past three in the afternoon (1530 hrs), the Police were informed of a traffic accident in Triq L-Imƒ°arr, Mƒ°arr.Preliminary investigations showed that a collision occurred between a Toyota Starlet driven by a 54-year-old man from Mosta and a Honda motorcycle driven by a 63-year-old man from Gƒßarb, Gozo.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei Hospital. He was later certified to have sustained serious injuries.Magistrate Dr Ian Farrugia LL.D was informed of the case and appointed an inquiry. Police investigations into the accident are ongoing.",{},Tuesday,afternoon,1530,0,weekday,Mgarr,Triq L-Imgarr,main road,2.0,car-motorcycle,2.0,0.0,2.0,54.0,63.0,0.0,1.0,1.0,0.0,1.0,10.0,27.8,26.0,high,1.0,,
275,police,Traffic accident in Siggiewi,,16/02/2025,16/02/2025,"Today, at around 1100hrs, the Police were informed of a traffic accident in Triq il-Kilpa, Siƒ°ƒ°iewi.Preliminary investigations showed that a 50-year-old man from Mosta lost control of his bike and crashed into a Toyota Vitz that was being driven by a 55-year-old man from Siggiewi.The cyclist was assisted by a medical team and taken to Mater Dei Hospital by an ambulance. He was later certified to have sustained grievous injuries.The Police are investigating the case.",{},Sunday,morning,1100,0,weekend,Siggiewi,Triq il- Kilpa,main road,2.0,car-bicycle,2.0,0.0,2.0,50.0,55.0,0.0,2.0,0.0,0.0,0.0,10.0,47.3,16.0,high,1.0,,
276,police,Zejtun traffic accident,,04/02/2025,04/02/2025,"Today, at around 1130 hrs, the Police were informed of a traffic accident in Triq Alfredo Cachia Zammit, ≈ªejtun.Preliminary investigations showed that a collision occurred between a Skoda Fabia that was being driven by a 58-year-old woman from Zabbar and a Yamaha T115 motorcycle that was being driven by a 66-year-old man from Cospicua. A 56-year-old woman from Cospicua was also on the bike.The driver and the passenger were assisted by a medical team and taken to Mater Dei Hospital by an ambulance. They were later certified to have sustained grievous injuries.The Police are investigating the case.",{},Tuesday,morning,1130,0,weekday,Zejtun,Triq Alfredo Cachia Zammit,residential,2.0,car-motorcycle,1.0,1.0,2.0,58.0,66.0,0.0,1.0,1.0,0.0,1.0,10.0,13.0,14.0,high,1.0,,
277,police,Man grievously injured in a traffic accident,,10/07/2025,10/07/2025,"A 78-year-old man who lives in Siƒ°ƒ°iewi, at around 0630 hrs, was taken to Mater Dei Hospital following a traffic accident in Triq Dun Manwel Zammit, Siƒ°ƒ°iewi.Preliminary investigations showed that the man was hit by a Toyota Auris, that was being driven by a 24-year-old man who also lives in Siƒ°ƒ°iewi.The man was assisted by a medical team, taken to hospital by an ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",{},Thursday,morning,630,1,weekday,Siggiewi,Triq Dun Manwel Zammit,residential,1.0,car-pedestrian,2.0,0.0,1.0,24.0,78.0,1.0,0.0,1.0,0.0,1.0,10.0,24.1,31.0,high,1.0,,
278,police,Traffic accident in Gzira,,05/09/2025,05/09/2025,"Yesterday, at around 1815hrs, the police were informed of a traffic accident in Triq Ix-Xatt, Gzira.The Police went immediately on site and preliminary investigations showed that a collision had occurred between a moped Surron light Bee driven by a 24-year-old man residing in Tarxien and a Honda NSC110 motorcycle driven by a 35-year-old Libyan man residing in Zurrieq.A medical team was called on site and an ambulance took the two men to Mater Dei Hospital. Later, the motorcyclist was certified to have sustained grievous injuries while the other was certified to have suffered slight injuries.Police investigations are ongoing.",{},Friday,evening,1815,0,weekday,Gzira,Triq ix-Xatt,bypass,2.0,motorcycle-motorcycle,2.0,0.0,2.0,24.0,35.0,1.0,1.0,0.0,0.0,0.0,10.0,16.7,30.0,high,1.0,,
279,police,Two-car accident in Birzebbuga,,14/04/2025,14/04/2025,"Yesterday, at about 1745hrs, the Police were informed of a traffic accident in Bir≈ºebbuƒ°a Road, Bir≈ºebbuƒ°a.Preliminary investigations found that a collision occurred between a Smart driven by a 41-year-old man from Gudja and a Toyota Passo driven by a 36-year-old woman from ≈ªabbar.A medical team was called on site and an ambulance took the man to Mater Dei Hospital. He was later certified to have sustained grievous injuries.Police investigations are ongoing.",{},Monday,afternoon,1745,1,weekday,Birzebbuga,Birzebbuga Road,main road,2.0,car-car,1.0,1.0,2.0,36.0,40.0,0.0,2.0,0.0,0.0,0.0,10.0,47.3,19.0,high,1.0,,
280,police,Motorcycle accident,,24/07/2025,24/07/2025,"A 65-year-old man, a resident of Mellieƒßa, was taken to Mater Dei Hospital at about 1015 hrs after he was injured in an accident in Salina Road, Naxxar.Preliminary investigations showed that the man was riding a Honda motorcycle, lost control, crashed into a pavement and fell off.He was assisted by a medical team, taken to hospital by an ambulance and certified thathe was grievously injured.Police investigations are ongoing.",{},Thursday,morning,1015,0,weekday,Naxxar,Salina Road,main road,1.0,motorcycle,1.0,0.0,1.0,65.0,65.0,0.0,0.0,1.0,0.0,1.0,10.0,14.8,38.0,high,1.0,,
281,police,Traffic accident in Hamrun,,12/05/2025,12/05/2025,"A 62-year-old man and residing in Sliema, at around 0945hrs, was taken to Mater Dei Hospital because he was injured in a traffic accident in St Joseph High Road, ƒ¶amrun.Preliminary investigations showed that a collision occurred between a Renault Captur driven by a 54-year-old woman residing in Birzebbuƒ°a and a Lemoto AURA motorcycle driven by the victim.He was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",{},Monday,morning,945,0,weekday,Hamrun,St Joseph High Road,main road,2.0,car-motorcycle,1.0,1.0,2.0,54.0,62.0,0.0,1.0,1.0,0.0,1.0,10.0,31.5,26.0,high,1.0,,
282,police,Man grievously injured in a traffic accident,,04/02/2025,04/02/2025,"Yesterday, at around 1900 hrs, the Police were informed of a traffic accident in Triq il-Palma, Paola.Preliminary investigations showed that a 68-year-old man, a resident of Paola, was hit by a Renault Clio that was being driven by a 44-year-old man, also a resident of Paola.The victim was assisted by a medical team and taken to Mater Dei Hospital by an ambulance. He was later certified to have sustained grievous injuries.The Police are investigating the case",{},Tuesday,evening,1900,0,weekday,Paola,Triq il-Palma,main road,1.0,car-pedestrian,2.0,0.0,1.0,44.0,68.0,0.0,1.0,0.0,0.0,1.0,10.0,13.0,16.0,high,1.0,,
283,police,Persons injured in separate traffic accidents,,15/01/2025,15/01/2025,"Two men were taken to Mater Dei Hospital after being injured in two separate traffic accidents earlier today.The first accident occurred at around 0745hrs, in Triq Anton Cassar, Marsa. Preliminary investigations showed that a collision occurred between a Suzuki motorcycle driven by a 21-year-old man residing in Fgura and a Toyota Vitz driven by a 21-year-old woman residing in Qormi.The second incident happened at around 0800hrs, in Triq Tal-Barrani, ≈ªejtun. Preliminary investigations showed that a 30-year-old Italian man, who lives in Gƒßaxaq, was riding a Yamaha motorcycle, lost control and fell.A medical team assisted in both accidents and the two motorcyclists were taken to hospital by ambulance for medical treatment, where they were certified to have sustained grievous injuries.Police investigations are ongoing.",{},Wednesday,morning,745,1,weekday,Marsa,Triq Anton Cassar,residential,3.0,car-motorcycle-motorcycle,2.0,1.0,3.0,21.0,30.0,2.0,1.0,0.0,0.0,0.0,10.0,47.3,14.0,high,1.0,,
284,police,Fatal traffic accident in Marsascala,,12/06/2025,12/06/2025,"Today at around 1000hrs, the Police were informed of a traffic accident in Triq Villabate, Marsascala.Preliminary investigations showed that a collision occurred between a Peugeot partner that was being driven by a 38-year-old man from Ivory Coast and a resident of Marsa, a Nissan March that was being driven by a 43-year-old Italian and a 67-year-old cyclist from ≈ªejtun. In the Nissan there was also a 38-year-old Italian who was taken to Mater Dei by an ambulance.The cyclist was assisted by a medical team on site but was unfortunately certified dead. The condition of the Italian is not yet known.Magistrate Dr Philip Galea Farrugia LL.D was informed of the case and appointed an inquiry.Police investigations are ongoing.",{},Thursday,morning,1000,0,weekday,Marsascala,Triq Villabete,main road,3.0,car-car-bicycle,3.5,0.0,3.0,38.0,67.0,0.0,2.0,1.0,0.0,1.0,10.0,14.8,32.0,fatal,1.0,,
285,police,Arrested following a traffic accident in Gozo,,20/09/2025,20/09/2025,"A 30-year-old Englishman is being detained after he allegedly stole a motorcycle in Gozo and shortly afterwards was involved in a collision with the same motorcycle.At around 1330 hrs, the Police were informed of a traffic accident in Triq L-Gƒßarb, Gƒßarb. Police went immediately on site where they found that an accident had occurred between two motorcycles, a Honda and a Kymco, and the Honda driver, a 34-year-old man from Xagƒßra, needed medical assistance.At this point, persons who were on site informed the police that the Kymco driver, probably a British national, fled the scene. A search immediately began, and shortly afterwards he was found in the vicinity of the accident and was arrested. During the arrest he was aggressive towards the police, who were not injured.During investigations, the Police found that the Kymco motorcycle had just been stolen from Sannat, allegedly from the same British man who was involved in the traffic accident and then fled the scene.The two men were taken to the Gozo General Hospital because of the injuries they sustained in the accident, where the 34-year-old man was later certified to have sustained grievous injuries, while the condition of the arrested person is still pending.Police investigations into this case are ongoing.",{},Saturday,afternoon,1330,0,weekend,Gharb,Triq l-Gharb,bypass,2.0,motorcycle-motorcycle,2.0,0.0,2.0,30.0,34.0,0.0,2.0,0.0,0.0,0.0,10.0,27.8,29.0,high,1.0,,
286,police,Woman grievously injured in traffic accident,,11/12/2024,11/12/2024,"A 60-year-old woman residing in Swieqi, at around 1115hrs, was taken to Mater Dei Hospital because she was injured in a traffic accident in Triq E. Bradford corner with Triq il-Kappella tax-Xagƒßra, Naxxar.Preliminary investigations showed that the woman was hit by a Volkswagen Polo driven by a 48-year-old woman who lives in Mosta.The victim was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",{},Wednesday,morning,1115,0,weekday,Naxxar,Triq E.Bradford,main road,1.0,car-pedestrian,0.0,2.0,1.0,48.0,60.0,0.0,1.0,0.0,0.0,1.0,10.0,11.1,19.0,high,1.0,,
289,Times of Malta,Motorcyclist grievously injured in Santa Venera crash,Times of Malta,15/05/2025,14/05/2025,A motorcyclist was grievously injured in a traffic accident on Regional Road in Santa Venera late on Wednesday afternoon. The police said in a statement that the 22-year-old woman from Rabat was driving a Honda motorcycle. The other vehicle involved in the crash - a Toyota Vitz - was being driven by a 19-year-old woman from ≈ªurrieq. The crash was reported at 5.45pm. The motorcyclist was rushed to Mater Dei Hospital. Police investigations are ongoing.,"{Accident,National,Police,""Santa Venera""}",Wednesday,afternoon,1745,1,weekday,Santa Venera,Regional Road,main road,2.0,car-motorcycle,0.0,2.0,2.0,19.0,22.0,2.0,0.0,0.0,0.0,0.0,10.0,31.5,23.0,high,1.0,,
290,Times of Malta,Two people in hospital after Mellieha car accident,Times of Malta,17/05/2025,17/05/2025,"Two people were hospitalised, one with grievous injuries, after a collision between two cars in Mellieƒßa on Saturday. The accident happened at around 6.30pm on Triq Dawret il-Mellieƒßa, also known as the Mellieƒßa bypass, close to the DB Seabank Hotel where one lane had to be closed to traffic.¬† Sources close to the emergency rescue services told Times of Malta one woman suffered minor injuries while another person sustained grievous injuries. Members of the Malta Red Cross and Civil Protection Department were on site to assist the injured people. Both were taken by ambulance to Mater Dei Hospital for further treatment.","{Accident,Mellieha,National}",Saturday,afternoon,1830,0,weekday,Mellieha,Triq Dawret,bypass,2.0,car-car,0.0,1.0,2.0,33.0,52.0,0.0,1.0,0.0,0.0,0.0,10.0,44.4,24.0,High,1.0,,
292,Times of Malta,Driver grievously injured in crash near Ghajn Tuffieha,Times of Malta,22/05/2025,22/05/2025,"A 29-year-old driver was grievously injured on Thursday morning after he crashed into a roadside building in Mƒ°arr on the road leading to Gƒßajn Tuffieƒßa.¬† Initial investigations suggest the driver likely lost control of the vehicle, a Toyota Aygo, resulting in a collision with a roadside dwelling, a police statement said. ¬† The man from Qormi was soon helped out of the vehicle by the Civil Protection Department before receiving attention from medics.¬† ¬†Magistrate Antoine Agius Bonnici was immediately informed of the incident and appointed an inquiry. Parallel police investigations are also ongoing.","{Accident,National,Police}",Thursday,morning,1130,0,weekday,Mgarr,Mgarr on the road leading to Ghajn Tuffieha.,bypass,1.0,car,1.0,0.0,1.0,29.0,29.0,0.0,1.0,0.0,0.0,0.0,10.0,22.2,26.0,High,1.0,TVM,https://tvmnews.mt/en/news/seriously-injured-after-losing-control-of-his-vehicle-in-mgarr-iwegga-serjament-wara-li-tilef-il-kontroll-tal-karozza-fl-imgarr/
